Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction,Price_per_m2,PriceCategory,PriceCategoryEncoded
"87 The Fairways, Monaleen, Co. Limerick, V94Y8XT",585000,4,3,0,188.0,10,52.658277,-8.555482,4368.0,monaleen-limerick,12,Unknown,1991.0,3111.7021276595747,Medium-High,1
"Killannin, Rosscahill, H91X9CR",160000,2,1,0,0.8,14,53.385905,-9.222506,4845.0,rosscahill-galway,3,"Lovely 2 bedroom detached bungalow, Close to Rosscahill woods, Set on a large site of 0.8 acres, Property would qualify for vacant homes grant",1970.0,200000.0,Low,4
"1 Druids Wood, Ballinclea Heights, Killiney, Co. Dublin, A96P623",1050000,4,3,0,147.0,5,53.267499,-6.123214,4306.0,killiney-dublin,0,"Special Features:, - B3 Energy rating, - Private rear garden with sunny aspect, - 4 double bedrooms ( 1 ensuite), - Off street parking, - Gas fired central heating",2006.0,7142.857142857143,High,0
"Kilmacowen, Kilmacowen, F91R573",355000,5,3,0,166.0,7,54.225966,-8.513263,4517.0,Unknown,11,Unknown,1965.0,2138.5542168674697,Medium,2
"15 Tycor Avenue, Waterford, X91AVP9",195000,3,1,6,79.0,10,52.257733,-7.129763,3813.0,Unknown,11,Unknown,1940.0,2468.3544303797466,Low,4
"35 Arconagh,, Newbridge Road,, Naas,, Co. Kildare, W91HF2H",445000,3,3,4,114.0,5,53.213003,-6.677514,4335.0,naas-kildare,7,"Built circa 1990., Extends to a generous 114m2 approximately of accommodation., Spacious family friendly accommodation., Oil fired central heating with new boiler, radiators and tank., Fitted alarm system., All appliances included., Extra insulation to Kitchen walls., Triple glazed uPvc windows and composite front door., Contemporary bathrooms., All new flooring throughout.",1990.0,3903.5087719298244,Medium,2
"5 James Plunkett House, Inchicore, Dublin 8, D08TW77",295000,2,1,8,67.0,10,53.339978,-6.320406,3870.0,inchicore-dublin,0,"Year of construction 2004, Italian designed kitchen, South facing, Stainless steel balcony, Designated car space, Solid oak floors, Granite counter tops, Stainless steel canopy & fittings, Camera intercom security system, Solid Oak flooring throughout",2004.0,4402.985074626866,Medium-Low,3
"Carhoo, Dunquin, Co. Kerry, V92AE20",795000,6,4,0,243.0,7,52.137315,-10.459878,3109.0,dunquin-kerry,9,"Spectacular Views of The Blasket Islands, Atlantic Ocean & Dunmore Head, Fibre Broadband available, Elevated site of approximately 0.94 acre, Approximately 10 miles from Dingle Town Centre, 4 Miles to Ventry & 3 miles to Ballyferriter Village, Convenient to many amenities in the area incl. Krugers Pub, Dunquin Pier & Ferry, Great Blasket Interpretive Centre, Protected Views by SAC Designation, Unique Design & in Excellent Condition, Solid Wooden Internal Doors, Large Patio Area at Front of House, Large Steel Cladded Garden Shed at Rear",1998.0,3271.604938271605,High,0
"1a Clonshaugh Close, Dublin 17, Clonshaugh, Dublin 17, D17R766",250000,3,1,0,100.0,8,53.405051,-6.210698,5205.0,clonshaugh-dublin,0,"Detached 3 bedroom property, Good condition internally, Occupied under terms unknown",2003.0,2500.0,Low,4
"Apartment 25, Apartment 25, Block A, The Maltings, Bonham Street, Dublin 8, D08WK75",245000,1,1,8,39.0,10,53.345446,-6.284347,1383.0,dublin-8-dublin,0,"Excellent one bedroom apartment, Prime central location, Presented in excellent condition throughout, No rental cap, Annual service charge of Â€1,496 approx.",1995.0,6282.051282051282,Low,4
"36 Cluain Aoibheann, Shannon, Co. Clare, V14HY91",280000,3,2,0,95.0,8,52.710127,-8.862955,3845.0,shannon-clare,8,"PVC double glazed windows, Gas central heating, Solid wood doors, skirtings and architraves throughout, Great location within walking distance of Shannon town centre, BER C3 - 117270561",2006.0,2947.3684210526317,Medium-Low,3
"Apartment 127, Clifden Court, Smithfield, Dublin 7, D07NN53",245000,1,1,8,37.0,8,53.347328,-6.283196,1595.0,smithfield-dublin,0,Unknown,1997.0,6621.621621621622,Low,4
"9 The Hazels, Oakleigh Wood, Ennis, Co. Clare, V95X7P3",425000,5,3,0,160.0,9,52.857593,-8.969157,3531.0,ennis-clare,8,"Ideally located within walking distance of all amenities including local primary school, church & shops., Located within a two minute drive of the M18 for those commuting to Limerick, Shannon & Galway., Bright, spacious, five bedroomed detached family home, Two reception rooms on the ground floor., Oil fired central heating",1997.0,2656.25,Medium,2
"1 Royal Canal Court Phibsboro Dublin 7, Phibsborough, Dublin 7, D07C2H5",445000,3,1,4,80.0,8,53.359251,-6.271909,3070.0,phibsborough-dublin,0,"3 bedroom townhouse, Recently renovated, Off street parking, Ideal for first time buyers or Investors, West facing private rear garden, Excellent location close to Royal Canal Bank, Luas line within walking distance",1989.0,5562.5,Medium,2
"71 Summerhill Village, Sligo, Co. Sligo, F91TVF9",185000,3,1,3,80.0,9,54.26621,-8.474721,4628.0,sligo-sligo,17,"Oil Fired Central Heating, Maintenance Free Exterior, Off Street Car Parking, Stunning Rear Garden with Views over Sligo Town Center, Garden Shed, Well Established Neighborhood, Located in a quiet Cul-de-Sac, Feature Fireplace with Back Boiler",1994.0,2312.5,Low,4
"Apartment 27, Kilcross Square, Sandyford, Dublin 18, D18H336",345000,2,2,8,78.0,7,53.270051,-6.235715,2571.0,sandyford-dublin,0,Unknown,2006.0,4423.076923076923,Medium-Low,3
"Renbrack, 5 Belmont Terrace, Golf Links Road, Youghal, Co. Cork, P36K289",330000,4,2,4,117.0,11,51.941226,-7.848131,3227.0,youghal-cork,1,"Turnkey Seaside Home with Ocean Views, Within a short walk of the Beach, Boardwalk and Greenway, Superb Location within the Strand area of Youghal - situated in a tranquil cul de sac, Fabulous Interior Design, Viewing is Highly Recommended",1920.0,2820.5128205128203,Medium-Low,3
"5 The Steeples, Chapelizod, Dublin 20, D20N435",199950,1,1,8,36.0,9,53.343387,-6.33953,3369.0,chapelizod-dublin,0,"1 Bedroom apartment, Own door entrance, Chain free sale, Fantastic location on fringes of Chapelizod Village, Close proximity to city centre, Ample parking within the development, Well established development, Mang fee: Â€1,080 per annum, Well maintained grounds & gardens, Bright and airy apartment",1996.0,5554.166666666667,Low,4
"Killaspy, Ferrybank, Waterford City, Co. Waterford, X91N5D7",395000,4,0,6,120.0,9,52.289277,-7.100559,2095.0,waterford-city,14,"Well appointed four bedroom bungalow of c. 120 Sqm., Substantial c.1.13 Acre Site, Ideally located only 4 km from Waterford City, In good modern condition throughout, West facing rear aspect, PVC Double glazed windows and doors, Phonewatch Alarms system, Potential for extension subject to PP.",1990.0,3291.6666666666665,Medium,2
"4 Clonfert Road, Kimmage, Dublin 12, D12NXA3",325000,2,1,5,66.0,14,53.319388,-6.299986,2844.0,kimmage-dublin,0,"Two bedroom mid terrace property, Extending to approx. 66sqm / 710sqft, Off-street parking to front, Extended to the rear to offer a kitchen, Property is vacant over 2 years, Gas fired central heating, Excellent location",1950.0,4924.242424242424,Medium-Low,3
"Greaghnafarna, Ballinagleragh, Co. Leitrim, N41CF30",205000,3,2,6,109.0,7,54.168039,-8.011577,2368.0,ballinagleragh-leitrim,24,"Beautiful three bedroom bungalow, Wonderful views of the local countryside and Lough Allen, Off street parking & raised patio to the rear of the property,  Spacious living accommodation, Short drive to the larger towns of Drumshanbo & Carrick on Shannon",2007.0,1880.7339449541284,Low,4
"The Green, Kilmantin Hill, Wicklow Town, County Wicklow, A67Y302",375000,3,2,5,105.0,7,52.978936,-6.039057,2730.0,wicklow-town-wicklow,4,Unknown,1870.0,3571.4285714285716,Medium,2
"87 Saint Aidan'S Crescent, Wexford Town, Co. Wexford, Y35R8Y4",168000,2,1,4,665.0,14,52.330442,-6.466937,2452.0,wexford-town-wexford,2,Unknown,1950.0,252.6315789473684,Low,4
"5 Boyne Road, Navan, Co. Meath, C15D9Y2",395000,3,1,6,63.0,12,53.6500273602361,-6.68038649267,2345.0,navan-meath,10,Unknown,1938.0,6269.841269841269,Medium,2
"4 Bath Street, Wicklow Town, Co. Wicklow, A67WT29",465000,3,2,7,105.0,8,52.981806,-6.040542,1511.0,wicklow-town-wicklow,4,Unknown,1899.0,4428.571428571428,Medium-High,1
"2 Charnwood Grove, Clonsilla, Dublin 15, D15H7FP",430000,3,3,4,95.0,8,53.387768,-6.415551,2461.0,clonsilla-dublin,0,"West facing garden to rear, Overlooking green to the front, 15 Minute walk to Clonsilla Train Station",2001.0,4526.315789473684,Medium,2
"4 Seafield Close, Fethard On Sea, Co Wexford, Y34X865",199000,3,2,4,78.0,8,52.191798,-6.839301,2254.0,fethard-on-sea-wexford,2,"Semi detached 3 bedroom house located within the heart of Fethard with its many amenities at your doorstep, Double glazed windows throughout, Pedestrian side access, Barna shed, Oil fired central heating, Mains water, Mains sewerage",2003.0,2551.2820512820513,Low,4
"Janeville, Old Youghal Road, Mayfield, Co. Cork, T23E2X8",375000,3,3,0,199.0,14,51.9112,-8.444381,4175.0,mayfield-cork,1,"Approx. 199.11 Sq. M. / 2,143 Sq. Ft., Built in 1850 / Period Home, BER G, Three spacious bedrooms, Cellar at basement level, Superb potential, Beautifully appointed family bathroom with underfloor heating, Fully enclosed rear garden with raised patio area, storage shed and mature apple tree, Convenient, sought-after location / 10 minutes from Cork city centre / Serviced by the 208 bus route, Close to local amenities including shops, library, bars, cafes, schools and church",1850.0,1884.4221105527638,Medium,2
"14 Harlech Crescent, Ardilea, Clonskeagh, Dublin 14, D14V221",850000,3,2,0,135.0,12,53.300926,-6.229963,2367.0,clonskeagh-dublin,0,"Spacious family home (C 135sqm)., Highly sought after location just a few mins from UCD.., Some of Dublin's finest schools within walking distance., Attic converted., Mature garden with garage to side., Easy access to the city centre and the M50 & N11., Gas fired central heating.",1960.0,6296.2962962962965,High,0
"9 Ardrew Fields,, Dun Brinn,, Athy, R14YT73",280000,3,3,0,101.0,8,52.983389,-6.988304,2289.0,athy-kildare,7,"PVC double glazed windows & doors, Rear garden is west facing, Patio & concrete area for dog run, Outside light & tap, First house in cud-de-sac (larger side entrance), Side entrance x 2, Pebble dash & red brick finish, Steel gates",2002.0,2772.2772277227723,Medium-Low,3
"Kilglass, Mitchelstown. FINAL OFFERS FRIDAY 29th November, Mitchelstown, Co. Cork, P67PK75",350000,0,2,6,0.5,7,52.296578,-8.285261,2112.0,mitchelstown-cork,1,"3 bed detached residence, Located within 1.5 miles of Mitchelstown, Beautiful views., Large Sunroom, Attic with Stira",2001.0,700000.0,Medium,2
"Mill House, Rathronan, Clonmel E91 DD53, Clonmel, Co. Tipperary, E91DD53",240000,5,2,0,268.0,12,52.388912,-7.702556,3625.0,clonmel-tipperary,13,"5 Bedrooms, Oil fired central heating, Convenient location, Detached garage, Extensive gardens on 0.76 acre site",1900.0,895.5223880597015,Low,4
"2 Grange Abbey Grove, Grange Abbey, Donaghmede, Dublin 13, D13H0K7",395000,3,2,4,86.0,11,53.397648,-6.154141,1678.0,donaghmede-dublin,0," Excellent condition 3 bed semi/d, New windows | 2017, Converted attic space, New flooring hall & living | 2017, Renovated bathroom | 2017, New heating system | 2017, Downstairs WC, Southerly aspect rear garden, Dublin Bus | 1 min walk, Donaghmede Dart | 10-15 min walk",1975.0,4593.023255813953,Medium,2
"Apartment 504 , The Cubes 6, Stillorgan, Co. Dublin, D18AK54",295000,1,1,8,50.0,6,53.277068,-6.215556,2652.0,stillorgan-dublin,0,"Bright, well-proportioned accommodation c. 50 Sq. M (538 Sq. Ft), Stylish Living Space - This fifth-floor apartment boasts a contemporary design with high-quality finishes throughout, Absolutely turn-key, pristine condition, meticulously maintained, this apartment is move-in ready, offering comfort and style., Built-in kitchen appliances namely oven, hob, extractor fan, dishwasher, washer/dryer and fridge/freezer included in the sale, Feature balcony off living area, Gas Fired Central heating, Concierge Reception, Designated Car Parking - Enjoy the convenience and security of a designated car parking space, Prime location with Beacon South Quarter, close to the M50, Sandyford LUAS and Dundrum, Fire defects remedial works completed",2007.0,5900.0,Medium-Low,3
"11 The Park, Semple Woods, Donabate, Co. Dublin, K36E277",495000,3,3,4,117.0,1,53.480321,-6.153014,1629.0,donabate-dublin,0,Unknown,2019.0,4230.7692307692305,Medium-High,1
"18 Limewood Road, Raheny, Dublin 5",475000,3,1,4,95.0,12,53.391445,-6.1821234,2853.0,raheny-dublin,0,"PVC double glazed windows & doors, Gas central heating, Off street parking, Garage, Southerly rear aspect",1965.0,5000.0,Medium-High,1
"22 Steamboat Quay, Dock Road, Limerick City, Co. Limerick, V94HC53",140000,2,1,8,50.0,11,52.66067,-8.635046,16063.0,limerick-city,12,"River views from the balcony of the property , Top floor 2 bedroom apartment , Car parking space included with the property , Annual service charges 1,512 , Own door access, Current passing rent 1,028 per month , Convenient city centre location ",1994.0,2800.0,Low,4
"22 Viewmount, Rathdrum, County Wicklow, A67KT67",375000,3,3,4,119.0,1,52.931509,-6.25046,1936.0,rathdrum-wicklow,4,"Features, Spacious A Rated family home, Private to both the front and the rear, EV charger, Air to water heating system, 3 double bedrooms, Fully alarmed, Parking on driveway for 3 cars, Outside tap, West facing patio and outdoor gym",2019.0,3151.2605042016808,Medium,2
"2 Heytesbury Lane, Ballsbridge, Dublin 4, D04R2V5",1950000,3,3,0,191.0,10,53.331682,-6.242589,3390.0,ballsbridge-dublin,0,Unknown,1972.0,10209.424083769634,High,0
"Rialto, Rialto, 29 Marian Park, Waterford City, Co. Waterford, X91X3HX",290000,3,2,4,130.0,8,52.259229,-7.134185,2944.0,waterford-city,14,"FEATURES, Teak double glazed windows, Gas fired central heating, Large rear garden, Detached garage, Cavity block walls",1956.0,2230.769230769231,Medium-Low,3
"1 Royal Canal Court, Dublin 7, D07C2H5",445000,3,1,4,80.0,8,53.359164,-6.272001,2283.0,dublin-7-dublin,0,"3 bedroom townhouse, Recently renovated, Off street parking, Ideal for first time buyers or Investors, West facing private rear garden, Excellent location close to Royal Canal Bank, Luas line within walking distance",1989.0,5562.5,Medium,2
"8 Willow Crescent, Riverbank, Annacotty, Co. Limerick, V94C3N0",290000,4,3,5,120.0,5,52.665388,-8.529533,3128.0,annacotty-limerick,12,Unknown,2000.0,2416.6666666666665,Medium-Low,3
"13 Caragh Green, Naas, Co. Kildare, W91DAC8",549000,4,3,0,129.0,7,53.220565,-6.677475,2814.0,naas-kildare,7,Unknown,1997.0,4255.813953488372,Medium-High,1
"Evern St. Thomas Road Mount Merrion, Mount Merrion, Co. Dublin, A94F973",1800000,5,3,0,241.0,12,53.300339,-6.212145,3398.0,mount-merrion-dublin,0,"Detached family home on Mount MerrionÂ’s premier road., Generous south facing site of approx. 0.2acre (0.08ha)., Planning reference: D23A/0741, Highly sought after & convenient location a short walk to local amenities on The Rise and the QBC on the N11., Current floor area approx. 241sqm. (2,594sqft.), Gas fired central heating., Full planning permission to build a stunning, 5 bedroom contemporary home (approx. 328sq.m. / 3,530sq.ft.)",1950.0,7468.879668049793,High,0
"Inver, Barnatra, Belmullet, Co. Mayo, F26DV72",125000,3,1,0,86.0,14,54.245975,-9.870805,2793.0,belmullet-mayo,6,Unknown,1925.0,1453.4883720930231,Low,4
"Doagh More, Kindrum, Glinsk, Co. Donegal, F92N523",295000,4,3,0,16281.0,8,55.220094,-7.765569,2424.0,glinsk-donegal,5,"OFCH, Blinds on Velux Windows, All Furniture Negotiable",2004.0,18.119280142497388,Medium-Low,3
"The Village, Ballinalee, Co. Longford, N39TK40",175000,3,1,6,70.0,13,53.774047,-7.658849,2118.0,ballinalee-longford,26,Unknown,1900.0,2500.0,Low,4
"Cedar Lodge, Sea Road, Kilcoole, Co. Wicklow, A63DP78",850000,4,3,6,269.0,9,53.106601,-6.053944,2050.0,kilcoole-wicklow,4,"Unique cottage style bungalow, Vaulted ceilings with sky lights and exposed wood beams, Fully fitted robin egg blue country kitchen flooded with natural light, Internal primary bedroom suite with 5 rooms, Easy walk to the town or the beach/train station, 1/3 acre of private gardens, Commute to Dublin by car bus or train, Local daycare primary and secondary schools, Area popular with artists and other creative folks, seaside",1971.0,3159.8513011152418,High,0
"36 Saint Columba's Rise, K67Y7X2",600000,4,2,4,165.0,9,53.458531,-6.224888,2128.0,swords-dublin,0,"Spacious layout, Sunroom, Converted attic, Private rear garden, Personal garage, Prime location, Excellent transport links, Easy access to local amenities, Close to Dublin city centre",1960.0,3636.3636363636365,Medium-High,1
